Q,A
내 나영이 참 일 잘입니다 내가 태어난 그렇게 펼치고 그거를 살았습니다 한 명이 있습니다 우리 집에서는 동물 시장에 있는데 배가 가장 좋아하는 음식 갈비 인당 컴퓨터 한다 물기가 일곱 패턴을 빨고 넓어입니다 1월 1일 날 ,제 나이는 삼십 이 살입니다. 저는 백말* 띠입니다. 제가 태어난 곳은 서울시이고 주로 산 곳은 제주시입니다. 출생지인 서울시에서 열* 한 살까지 살았습니다. 아버지는 경*남 지역 출신이시고 어머니는 서울 지역 출신이십니다. 제 위로는 언니 두 명이 있고 아래로 남동생 한 명이 있습니다. 우리 가족은 친할머니 아빠 엄마 저이고 지에서 모두 네 명입니다. 지금 저랑 같이 살고 있는 사람은 친할머니와 이모*입니다. 가족과 주로 하는 이야기는 자유* 이야기에 대한 것입니다. 친구와 주로 하는 이야기는 u/ 대한 것입니다. 저는 평소에 주로 버스를 타고 다닙니다. 우리 동네는 교통이 편리합니다. 교통이 편리한 이유는 개발했기 때문입니다.  우리 집에서 서울역에 가려면 비행기를 타고 지하철도 타고 가야 합니다. 우리 집 근처에는 동문시장이 있는데 걸어서 삼 분 오 분 거리에 있습니다.  나는 보통 새벽 다섯 시에 일어나고 밤 열 두 시에 잔다. 제가 가장 좋아하는 음식은 갈비입니다. 제 취미는 컴퓨터입니다.  무지개 일곱 색깔은 빨 주 노 초 파 남 보입니다. 일주일은 월 화 수 목 금 토에 일* 요일입니다. 설날은 음력 일 월 일 일입니다. 크리스마스는 양력* 십 이 월 이십 오 일입니다. 지금 계절은 늦* 여름입니다. 어제는 날씨가 흐렸고* 오늘 날씨는 비가 왔다. 일 년은 삼백 육십 오 일이고 일 주일은 칠 일입니다. 하루는 이십 사 시간이고 일 분은 육십 초입니다.
바지 상추 책상 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이 코끼리 땅콩 크네 토끼 풍선 로봇 그림 눈썹 괴물 싸움 참새 세 마리 짹짹 메뚜기 전화 ,바지 단추 책상 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이*꼬리 코끼리 땅콩 귀 그네 토끼 풍선 로봇 그림 못 눈썹 괴물 싸움 참새 세마리 짹짹 나무 메뚜기 전화
나는 바지를 입고 단추를 채웁니다 가방이 있습니다 가방에 사탕과 연필을 넣을 거예요 아빠와 자동차를 타고 동물원에 갑니다 잘 다녀와 하면서 엄마가 뽀뽀를 해 줍니다 물어내는 호랑이가 꼬리를 늘어뜨리고 있습니다 코끼리에게 땅콩을 줍니다 아주 큽니다 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려와 이제 내려 머리 말려 머리 말려 여기나요 여기나요 나미가 나나요 나미가 나나요 엄마가 노래해 엄마가 노래해 여기 놓을 거예요 여기는 올 거예요 밥 먹었어 밥 먹었어 집에 아무도 없겠지 집에 아무도 없겠지 발이 얼었어요 발이 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그렇게 될 리가 없지 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 나+ 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리+ 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨+ 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
제 나이는 마흔세 살입니다 저는 김민찬 양띵 제가 태어난 곳은 서울시 인구 줄을 잘못은 약수동 서울시입니다 출생지 서울시에서 참 잘까지 살았습니다 아버지는 경상도 지워 출신이고 어머니는 경상도 지워 주신다 제 이름은 언니 오빠 재료는 언니 오빠가 없고 아래로 여동생 남동생이 있습니다 근처에 있는 진로마트 있는데 걸어 줘 5분 가지에 있습니다 나는 보통 아침 8시에 일어나고 밤 10시에 잡는다 제가 가장 좋아하는 음식은 후추입니다 제 취미는 음악 감사합니다 보인다 일주일은 월 화 수 목 금 토요일 일요일입니다 ,제 나이는 마흔세살입니다. 저는  기미생 양띠입니다  제가 태어난 곳은 서울 시이고 주로 산 곳은 약수동 서울 시 입니다. 출생지인 서울시에서 사십삼 살까지 살았습니다. 아버지는 경상도 지역 출신이시고 어머니는 경상도 지역 출신이십니다 제 위로는언니 오빠 제위로는 언니 오빠가 없고 아래로 여동생 남동생이 있습니다. 우리 가족은 아버지 어머니 그리고 저이고 그리고 동생 모두 그래서 모두 다섯명입니다. 지금 저랑 같이 살고 있는 사람은 아버지와 어머님입니다 가족과 주로 하는 이야기는 그날 먹는 것에 대한 것입니다. 친구와 주로 하는 이야기는 삶 대한 것입니다. 저는 평소에 주로  지하철을 타고 다닙니다. 우리 동네는 교통이 편리합니다. 교통이 편리한 이유는 서울 중심지역이기 때문입니다.  우리 집에서 서울역에 가려면 지하철 을 타고 가야 합니다. 우리 집 근처에는 진로마트 있는데 걸어서 오 분 거리에 있습니다.  나는 보통 아침 여덟시에 일어나고 밤 열 시에 잡니다. 제가 가장 좋아하는 음식은 국수입니다. 제 취미는 음악감상 입니다.  무지개 일곱 색깔은 빨주파남보입니다. 일주일은 월화수목금토요 일요일입니다. 설날은 일 월 일 일입니다. 크리스마스는 십이 월 이십 오 일입니다. 지금 계절은 여름입니다. 이제 날씨가 선선 했 어제는 날씨가 더웠고 오늘 날씨는 선선했다 일 년은 삼백 육십 오 일이고 일 주일은 칠일입니다. 하루는 이십 사 시간이고 일 분은  육십 초입니다.
반지 단추 책상 다방 사탕 연필 연필 자동차 동물원 엄마 먹보 호랑이 꼬리 코끼리 코끼리 땅콩 땅콩 기네 토끼 풍선 로봇 그림 뭐 눈썹 괴물 싸움 참새 세 마리 짹짹 나무 메뚜기 전화 ,바지 단추 책상 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 귀 그네 토끼 풍선 로봇 그림 못 눈썹 괴물 싸움 참새 세마리 짹짹 나무 메뚜기 전화
전화해 모자 연필 1자 랄랄 5 4 장갑 전화 딸기 온센 목욕하다 ,거울 전화 신발 나무 모자 연필 기차 날개 창문 약국 거울 토끼 회사 노래 딸기 나무 참새 달걀 우산 장갑 전화 병원 땅콩 편지 달걀 시간 육군 신발 안개 마음 허리 욕심 노래 저녁 사람 등대 논밭 딸기 나무 가위 팥죽 동생 목표 냄새 바다 자연 권투 방석 느낌
나는 발길이 있고 단군이 됩니다 가방이 낀다 연필 넣을 거예요 아빠와 잘 살고 건물 간다 잘 다녀와 함 아빠가 속 깊은 병을 잡았습니다 그거 하는데 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀해 해줍니다. 동물원에는 호랑이가 꼬리 늘어느리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로뽓*은 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
땡큐 됐다 야 놀자 정승환 엄마 뽀뽀 호랑이 꼬리 코끼리 다음 곡 Play 순천 팟빵 그래 ,바지 단추 책상 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 귀 그네 토끼 풍선 로봇 그림 못 눈썹 괴물 싸움 참새 세마리 짹짹 나무 메뚜기 전화
배 배 이 야네 와 왜 왜 내일 돈 공 뱀 뱀 퇴근 실시 게임 동 총 용 똥 덩 몸 겨울 다음 달 왕 달 뼈 타 병 밤 발 담 8 3 ,새 해 배 개 집 일 입 이 꿀 불 귤 물 피 쥐 비 귀 콩 돈 공 손 풀 붓 뿔 윷 잎 씨 빗 침 벌 성 별 형 초 눈 코 문 햄 잼 뱀 책 실 십 칠 김 종 총 용 똥 털 몸 절 톱 강 발 왕 달 뼈 영 혀 병 밤 활 감 탈 꽃 점 솥 섬 금 육 은 흙 산 파 삼 차 춤 국 꿈 북 칼 말 쌀 팔 떡 껌 턱 껌 방 빵 창 양 오 곰 소 돌 약 탑 닭 밥 귀 남 해 밀 옷 잔 댁 겁 시 병 소 점 키 앞 무 논 자 글 용 겉 다 뜰 피 상 네 벌 추 만 죄 일 구 삼 도 알 꽃 연 달 혀 녹 김 약 덕 조 군 잎 폐 꿈 터 샘 능 아 애 어 에 오 우 으 이 야 얘 여 예 와 왜 외 요 워 웨 위 유 의 아 애 어 에 오 우 으 이 야 얘 여 예 왜 외 요 워 웨 위 유 의 가 까 나 다 따 라 마 바 빠 사 싸 자 짜 차 카 타 파 하 가 까 나 다 따 라 마 바 빠 사 자 짜 차 카 타 파 하
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려 여기 나아요 여기 나와요 나비가 날아요 나비가 날아요 엄마가 노래해 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리 없지 별 리가 없지 그렇게 될 리가 없지 전화 왔어요 전화 왔어요 여기까지 걸어왔어요 여기까지 걸어왔어요 방이 추운 거 같아 방이 추운 거 같아 날씨가 추워요 날씨가 추워요 음악 켜 ,문 열어. 문+ 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놔둬요+ 놨어요. 여기 놨어요? 머리 말려요. 머리 말려요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하+ 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리 없지 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
가방에 사탕가 얌 피에나 아빠와 자동차 게임 타고 너 못 잔다 잘 다녀와 화면 빠빠 해줍니다 두 개에 걸려 있습니다 나무 아래 풀밭에는 엄마에게 전화를 합니다 엄마 동물원 재밌었어요 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
응 응 응 응 응 응 응 야 응 야 야 와 왜 왜 왜 ,아 애 어 에 오 우 으 이 야 얘 여 예 와 왜 외 요 워 웨 위 유 의 가 나 다 따 라 마 바 빠 사 싸 자 짜 차 카 타 파 하
have a the dong 틀어 줘 우울해 가족은 엄마 남동생 그리고 노랑 초록 배낭 냄새 보냈습니다 ,제 나이는 마흔 세 살입니다. 저는  개띠입니다. 제가 태어난 곳은 u/ 시이고 주로 산 곳은 서울시입니다. 출생지인 u/ 시에서 스물 아홉 살까지 살았습니다. 아버지는 경기도 지역 출신이시고 어머니는 전라남도 지역 출신이십니다 제 위로는 오빠 한 명이 있고 아래로 남동생 한 명이 있습니다. 우리 가족은 엄마 오빠 남동생 그리고 저이고 그래서 모두 네 명입니다. 지금 저랑 같이 살고 있는 사람은 엄마와 오빠입니다. 가족과 주로 하는 이야기는 유행*에 대한 것입니다. 친구와 주로 하는 이야기는 회사에 대한 것입니다. 저는 평소에 주로 버스를 타고 다닙니다. 우리 동네는 교통이 불편합니다. 교통이 불편한 이유는 복잡하기 때문입니다.  우리 집에서 서울역에 가려면 지하철을 타고 가야 합니다. 우리 집 근처에는 하 u/ 마트가 있는데 걸어서 십 분 거리에 있습니다.  나는 보통 아침 일곱 시에 일어나고 밤 열 한 시에 잡니다. 제가 가장 좋아하는 음식은 u/ 입니다. 제 취미는 영화 보기입니다.  무지개 일곱 색깔은 빨강 주황 노랑 초록 파랑 남색 보랑입니다. 일주일은 월요일 화요일 수요일 목요일 금요일 토요일 일요일입니다. 설날은 일 월 일 일입니다. 크리스마스는 십 이 월 이십 오 일입니다. 지금 계절은 가을입니다. 어제는 날씨가 쌀쌀했고 오늘 날씨는 따뜻했다. 일 년은 삼백 육십 오 일이고 일 주일은 칠 일입니다. 하루는 이십 사 시간이고 일 분은 육십 초입니다.
당근 연필 기차 날개 창문 동생 약국 호박 자연 헐 토끼 회사 노래 신발 양지 참새 살자 우산 학교 창가 그린 풍선 과일 땅콩 땅콩 땅콩 행진 상자 시간 신발 땅콩 땅콩 안개 마 허리 욕심 노래 저녁 사랑 토끼 병원 등대 문 닫아 크림 아들 밥 줘 동생 목표 평생 바다 잘 없애 헌트 항상 느낌 ,거울 안경 전화 음/ 신발나무 가위 사과 모자 풍선 당근 연필 기차 날개 음/ 창문음/ 동생약국 음/ 호박자연 거울 토끼 회사 노래 신발 딸기 나무 참새 달걀 우산 학교 장갑 그림 풍선 전화 병원 과일 땅콩 편지 달걀 시간 육군 신발 땅콩 안개 마음 허리 욕심 노래 저녁 사람 토끼 병원 등대 논밭 과일 송곳 딸기 문제 나무 극장 가위 그림 아들 팥죽 동생 목표 냄새 바다 자연 접시 권투 방석 느낌
거울 안기웅 전화 신발 나무 가위 사과 모자 풍선 당근 연필 기차 말기 창문 등신 야 거울 토끼 회사 논리 딸기 나무 향시 달걀 비용은 등기 눈 코아의 딸기 문지 나무 극장 가위 구인 아들 동신 다 왔다 창녕시 권투 ,거울 안경 전화 신발 나무 가위 사과 모자 풍선 당근 연필 기차 날개 창문 동생 약국 호박 자연 거울 토끼 회사 노래 신발 딸기 나무 참새 달걀 우산 학교 장갑 그림 풍선 전화 병원 과일 땅콩 편지 달걀 시간 육군 신발 땅콩 안개 마음 허리 욕심 노래 저녁 사람 토끼 병원 등대 논밭 과일 송곳 딸기 문제 나무 극장 가위 그림 아들 팥죽 동생 목표 냄새 바다 자연 접시 권투 방석 느낌
거울 안경 떠나 팀발 나무 바위 타과 모다 폭탄 당근 연필 기타 날개 창문 동생 약 호박 다연 거울 토끼 회다 노대 팀바 딸기 나무 담태 달걀 우탄 나무 극장 가희 그림 아들 팥죽 동태찜 ,거울 안경 전화 신발 나무 가위 사과 모자 풍선 당근 연필 기차 날개 창문 동생 약국 호박 자연 거울 토끼 회사 노래 신발 딸기 나무 참새 달걀 우산 학교 장갑 그림 풍선 전화 병원 과일 땅콩 편지 달걀 시간 육군 신발 땅콩 안개 마음 허리 욕심 노래 저녁 사람 토끼 병원 등대 논밭 과일 송곳 딸기 문제 나무 극장 가위 그림 아들 팥죽 동생 목표 냄새 바다 자연 접시 권투 방석 느낌
안 깨워 안무 바위 사과 놀자 풍선 1차 밖에 찬물 언제 출발 밝기 아들아 자이언 떡집 ,거울 안경 전화 신발 나무 가위 사과 모자 풍선 당근 연필 기차 날개 창문 동생 약국 호박 자연 거울 토끼 회사 노래 신발 딸기 나무 참새 참새 달걀 우산 학교 장갑 그림 풍선 전화 병원 과일 땅콩 편지 달걀 시간 육군 신발 땅콩 안개 마음 허리 욕심 노래 저녁 사람 토끼 병원 등대 논밭 과일 송곳 딸기 문제 나무 극장 가위 그림 아들 팥죽 동생 목표 냄새 바다 자연 접시 권투 권투 방석 느낌
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려와 이제 늦어 머리 말려 머리 말려요 나비가 날아요 남자 달아요 엄마가 노래 여기 누울 거예요 밥 먹었어 밥 먹었죠 집에 아무도 없겠지 집에 아무도 없겠지 발이 얼었어요 발이 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 된 리가 없지 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
문 열어 문 열어 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려요 여기 나와요 나비가 나라야 어렸어요 빨리 얼었어요 귀신이 많이 막혀요 일이 많이 막혀요 회장님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 될 리가 없지 될 리가 전화 왔어 전화 왔었어요 여기까지 걸어왔어요 여기까지 걸어왔어요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내가 달아요 나비가 날아요 엄마가 노래해 머리 말라요 여기 놀 거예요 밥 먹었어 밥 먹었어 집에 아무도 없겠지 집에 아무도 없겠지 다리 알았어요 다리 얼었어요 길이 많이 막혀요 기대 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그렇게 될 리가 없지 전화 왔었어요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려*. 머리 말려?* 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더+ 더워요?
바지 안투 아방 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 그래 땅콩 예 그날 홍천 로봇 그림 뭐 ,바지 단추 책상 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 귀 그네 토끼 풍선 로봇 그림 못 눈썹 괴물 싸움 참새 세마리 짹짹 나무 메뚜기 전화
미영이랑 나연이는 단짝입니다 미영이와 나연이는 노래하며 놉니다 나를 위해 나란히 누워 낭랑이 노래합니다 나연이는 노래를 매우 많이 압니다 이영애 능력이 나날이 늘어납니다 그래서 나연이는 더 이상 미경이를 놀릴 수 없게 되었습니다 나연이는 사과했고 둘은 가시 사이가 좋아졌습니다 나는 라면을 매우 좋아한다 면도 컵라면도 좋지만 뭐니 뭐니 해도 끓인 라면이 제일 좋다 그래서 멍멍이랑 놀아 주지 않습니다 은행나무 위에는 야옹이 올라옵니다 무모한 멍멍이는 나무 위로 날아오릅니다 그렇지만 너무 높아서 오르기가 어렵습니다 야옹이는 매일매일 나무 위에 머무릅니다 어제 친구와 극장에 갔다 1시 30분 쯤 끝장이 도착했는데 일요일이라 그런지 사람들로 북적였다 2시에 하는 영어는 모두 메기이어서 내일까지 기다렸다가 영화를 보아야 했다 나는 영화를 보면서 내용이 너무 슬퍼서 계속 눈물이났다 그러나 가치관 친구는 전혀 눈물을 보이지 않았다 ,
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려 어째 다리야 머리 말려 머리 말려 여기나요 여기나요 나비가 날아요 나비가 달아요 엄마가 노래해 엄마가 노래해 여기 놀 거예요 밥 먹었어 밥 먹었죠 집에 아무도 없겠지 집에 아무도 없겠지 발이 얼었어요 발이 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그렇게 될 리가 없지 전화 왔었어요 전화 왔었어요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려 여긴 와요 여기 눈 와요 나비가 많아요 나비가 날아요 엄마가 노래해 엄마가 노래해 여긴 올 거예요 밥 먹었어 밥 먹었어 집에 아무도 없겠지 집에 아무것 집에 아무도 없겠지 달이 어렵대요 다리 어렵대요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨대요 선생님이 하셨대요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그렇게 젤리가 없지 전화 왔던데요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리가 말려요. 머리감+ 머리말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 왔어+걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
